Named Range,Sheet,Cell,Reference
N1Cost2PermitsAndLegal,Cost,$J$113,Cost!$J$113
N1Cost2Source,Cost,$F$81,Cost!$F$81
N1Cost3,Cost,$E$135:$J$189,Cost!$E$135:$J$189
N1Cost3ArchitecturalPercent,Cost,$G$168,Cost!$G$168
N1Cost3ArchitecturalPercentType,Cost,$I$169,Cost!$I$169
N1Cost3Depreciation,Cost,$E$181:$J$187,Cost!$E$181:$J$187
N1Cost3DevelopersProfit,Cost,$I$177,Cost!$I$177
N1Cost3EngineeringPercent,Cost,$G$166,Cost!$G$166
N1Cost3EngineeringPercentType,Cost,$I$167,Cost!$I$167
N1Cost3InsurableValue,Cost,$J$173,Cost!$J$173
N1Cost3Leasing,Cost,$J$171,Cost!$J$171
N1Cost3PermitsAndLegal,Cost,$J$170,Cost!$J$170
N1Cost3Source,Cost,$F$138,Cost!$F$138
N1CostApproachValue,Values,$K$51,Values!$K$51
N1CostApproachValueText,Values,$L$51,Values!$L$51
N1CostSummary,Cost,$E$193:$F$200,Cost!$E$193:$F$200
N1CostTotalInsurableValue,Cost,$J$66,Cost!$J$66
N1CostTotalInsurableValueText,Cost,$L$66,Cost!$L$66
N1CostValue,Cost,$J$72,Cost!$J$72
N1CostValueText,Cost,$F$74,Cost!$F$74
N1Country,File Info,$I$116,'File Info'!$I$116
N1County,File Info,$I$114,'File Info'!$I$114
N1CrimeIndexChart,Market Area,$BS$555:$BV$573,'Market Area'!$BS$555:$BV$573
N1CrimeIndexDisplayTable,Market Area,$BS$539:$BV$552,'Market Area'!$BS$539:$BV$552
N1DataSourcesTable,Scope,$AL$180:$AO$192,Scope!$AL$180:$AO$192
N1Date,"Contracts, History",$G$16,"'Contracts, History'!$G$16"
N1DaysonMarket,"Contracts, History",$G$17,"'Contracts, History'!$G$17"
N1DBAccess,Site,$Z$84,Site!$Z$84
N1DBAcres,Site,$Z$39,Site!$Z$39
N1DBAcres_Parcel_1,Site,$AC$39,Site!$AC$39
N1DBAcres_Parcel_10,Site,$AL$39,Site!$AL$39
N1DBAcres_Parcel_11,Site,$AM$39,Site!$AM$39
N1DBAcres_Parcel_12,Site,$AN$39,Site!$AN$39
N1DBAcres_Parcel_13,Site,$AO$39,Site!$AO$39
N1DBAcres_Parcel_14,Site,$AP$39,Site!$AP$39
N1DBAcres_Parcel_15,Site,$AQ$39,Site!$AQ$39
N1DBAcres_Parcel_16,Site,$AR$39,Site!$AR$39
N1DBAcres_Parcel_17,Site,$AS$39,Site!$AS$39
N1DBAcres_Parcel_18,Site,$AT$39,Site!$AT$39
N1DBAcres_Parcel_19,Site,$AU$39,Site!$AU$39
N1DBAcres_Parcel_2,Site,$AD$39,Site!$AD$39
N1DBAcres_Parcel_20,Site,$AV$39,Site!$AV$39
N1DBAcres_Parcel_3,Site,$AE$39,Site!$AE$39
N1DBAcres_Parcel_4,Site,$AF$39,Site!$AF$39
N1DBAcres_Parcel_5,Site,$AG$39,Site!$AG$39
N1DBAcres_Parcel_6,Site,$AH$39,Site!$AH$39
N1DBAcres_Parcel_7,Site,$AI$39,Site!$AI$39
N1DBAcres_Parcel_8,Site,$AJ$39,Site!$AJ$39
N1DBAcres_Parcel_9,Site,$AK$39,Site!$AK$39
N1DBAddress,File Info,$I$110,'File Info'!$I$110
N1DBADR,Summary,$DW$649,Summary!$DW$649
N1DBAdvertising_And_Marketing,Income-Expense Summary,$DM$175,'Income-Expense Summary'!$DM$175
N1DBAll_Utilities_To_Site,Site,$Z$114,Site!$Z$114
N1DBAllowable_Floor_Area_SF,Site,$Z$49,Site!$Z$49
N1DBAllowable_Units,Site,$Z$50,Site!$Z$50
N1DBAmenities_Building_1,Improvements,$AB$206,Improvements!$AB$206
N1DBAmenities_Building_10,Improvements,$AK$206,Improvements!$AK$206
N1DBAmenities_Building_2,Improvements,$AC$206,Improvements!$AC$206
N1DBAmenities_Building_3,Improvements,$AD$206,Improvements!$AD$206
N1DBAmenities_Building_4,Improvements,$AE$206,Improvements!$AE$206
N1DBAmenities_Building_5,Improvements,$AF$206,Improvements!$AF$206
N1DBAmenities_Building_6,Improvements,$AG$206,Improvements!$AG$206
N1DBAmenities_Building_7,Improvements,$AH$206,Improvements!$AH$206
N1DBAmenities_Building_8,Improvements,$AI$206,Improvements!$AI$206
N1DBAmenities_Building_9,Improvements,$AJ$206,Improvements!$AJ$206
N1DBAnchor_Tenants,Rent Roll,$GC$638,'Rent Roll'!$GC$638
N1DBAncillary_Buildings,Improvements,$Y$204,Improvements!$Y$204
N1DBAncillary_Buildings_Building_1,Improvements,$AB$204,Improvements!$AB$204
N1DBAncillary_Buildings_Building_10,Improvements,$AK$204,Improvements!$AK$204
N1DBAncillary_Buildings_Building_2,Improvements,$AC$204,Improvements!$AC$204
N1DBAncillary_Buildings_Building_3,Improvements,$AD$204,Improvements!$AD$204
N1DBAncillary_Buildings_Building_4,Improvements,$AE$204,Improvements!$AE$204
N1DBAncillary_Buildings_Building_5,Improvements,$AF$204,Improvements!$AF$204
N1DBAncillary_Buildings_Building_6,Improvements,$AG$204,Improvements!$AG$204
N1DBAncillary_Buildings_Building_7,Improvements,$AH$204,Improvements!$AH$204
N1DBAncillary_Buildings_Building_8,Improvements,$AI$204,Improvements!$AI$204
N1DBAncillary_Buildings_Building_9,Improvements,$AJ$204,Improvements!$AJ$204
N1DBAppraisal_Date,"Dates, Premises",$G$23,"'Dates, Premises'!$G$23"
N1DBAppraisal_File,File Info,$I$15,'File Info'!$I$15
N1DBAppraised_Value,Values,$K$72,Values!$K$72
N1DBArea_in_Flood_Zone,Site,$Z$102,Site!$Z$102
N1DBAsCompleteAppraisalPremise,"Dates, Premises",$I$24,"'Dates, Premises'!$I$24"
N1DBAsCompleteInterestAppraised,"Dates, Premises",$M$24,"'Dates, Premises'!$M$24"
N1DBAsCompleteValue,Values,$K$73,Values!$K$73
N1DBAsCompleteValueDate,"Dates, Premises",$G$24,"'Dates, Premises'!$G$24"
N1DBAsCompleteValuePremise,"Dates, Premises",$K$24,"'Dates, Premises'!$K$24"
N1DBAsIsAppraisalPremise,"Dates, Premises",$I$23,"'Dates, Premises'!$I$23"
N1DBAsIsInterestAppraised,"Dates, Premises",$M$23,"'Dates, Premises'!$M$23"
N1DBAsIsValue,Values,$K$72,Values!$K$72
N1DBAsIsValuePremise,"Dates, Premises",$K$23,"'Dates, Premises'!$K$23"
N1DBAssessment_Comments,Assessment,$G$54,Assessment!$G$54
N1DBAssessment_Year,Assessment,$G$18,Assessment!$G$18
N1DBAssessment_Year_Parcel_1,Assessment,$J$18,Assessment!$J$18
N1DBAssessment_Year_Parcel_10,Assessment,$S$18,Assessment!$S$18
N1DBAssessment_Year_Parcel_11,Assessment,$T$18,Assessment!$T$18
N1DBAssessment_Year_Parcel_12,Assessment,$U$18,Assessment!$U$18
N1DBAssessment_Year_Parcel_13,Assessment,$V$18,Assessment!$V$18
N1DBAssessment_Year_Parcel_14,Assessment,$W$18,Assessment!$W$18
N1DBAssessment_Year_Parcel_15,Assessment,$X$18,Assessment!$X$18
N1DBAssessment_Year_Parcel_16,Assessment,$Y$18,Assessment!$Y$18
N1DBAssessment_Year_Parcel_17,Assessment,$Z$18,Assessment!$Z$18
N1DBAssessment_Year_Parcel_18,Assessment,$AA$18,Assessment!$AA$18
N1DBAssessment_Year_Parcel_19,Assessment,$AB$18,Assessment!$AB$18
N1DBAssessment_Year_Parcel_2,Assessment,$K$18,Assessment!$K$18
N1DBAssessment_Year_Parcel_20,Assessment,$AC$18,Assessment!$AC$18
N1DBAssessment_Year_Parcel_3,Assessment,$L$18,Assessment!$L$18
N1DBAssessment_Year_Parcel_4,Assessment,$M$18,Assessment!$M$18
N1DBAssessment_Year_Parcel_5,Assessment,$N$18,Assessment!$N$18
N1DBAssessment_Year_Parcel_6,Assessment,$O$18,Assessment!$O$18
N1DBAssessment_Year_Parcel_7,Assessment,$P$18,Assessment!$P$18
N1DBAssessment_Year_Parcel_8,Assessment,$Q$18,Assessment!$Q$18
N1DBAssessment_Year_Parcel_9,Assessment,$R$18,Assessment!$R$18
N1DBAssessor_Website,Assessment,$AN$77,Assessment!$AN$77
N1DBAssisted_Living_Community_Fee,Summary,$DP$634,Summary!$DP$634
N1DBAssisted_Living_Entry_Fee,Summary,$DN$634,Summary!$DN$634
N1DBAssisted_Living_Monthly_Second_Person_Fee,Summary,$DO$634,Summary!$DO$634
N1DBAssisted_Living_Occupancy_Percentage,Summary,$DM$634,Summary!$DM$634
N1DBAssisted_Living_Unit_Count,Summary,$DL$634,Summary!$DL$634
N1DBAsStabilizedAppraisalPremise,"Dates, Premises",$I$25,"'Dates, Premises'!$I$25"
N1DBAsStabilizedInterestAppraised,"Dates, Premises",$M$25,"'Dates, Premises'!$M$25"
N1DBAsStabilizedValue,Values,$K$74,Values!$K$74
N1DBAsStabilizedValueDate,"Dates, Premises",$G$25,"'Dates, Premises'!$G$25"
N1DBAsStabilizedValuePremise,"Dates, Premises",$K$25,"'Dates, Premises'!$K$25"
N1DBAuthority_Record_1,Zoning,$AA$20,Zoning!$AA$20
N1DBAuthority_Record_10,Zoning,$AJ$20,Zoning!$AJ$20
N1DBAuthority_Record_2,Zoning,$AB$20,Zoning!$AB$20
N1DBAuthority_Record_3,Zoning,$AC$20,Zoning!$AC$20
N1DBAuthority_Record_4,Zoning,$AD$20,Zoning!$AD$20
N1DBAuthority_Record_5,Zoning,$AE$20,Zoning!$AE$20
N1DBAuthority_Record_6,Zoning,$AF$20,Zoning!$AF$20
N1DBAuthority_Record_7,Zoning,$AG$20,Zoning!$AG$20
N1DBAuthority_Record_8,Zoning,$AH$20,Zoning!$AH$20
N1DBAuthority_Record_9,Zoning,$AI$20,Zoning!$AI$20
N1DBAverage_MF_Unit_Size,Summary,$CQ$618,Summary!$CQ$618
N1DBBack_Yard_Distance,Zoning,$Z$38,Zoning!$Z$38
N1DBBack_Yard_Distance_Record_1,Zoning,$AA$38,Zoning!$AA$38
N1DBBack_Yard_Distance_Record_10,Zoning,$AJ$38,Zoning!$AJ$38
N1DBBack_Yard_Distance_Record_2,Zoning,$AB$38,Zoning!$AB$38
N1DBBack_Yard_Distance_Record_3,Zoning,$AC$38,Zoning!$AC$38
N1DBBack_Yard_Distance_Record_4,Zoning,$AD$38,Zoning!$AD$38
N1DBBack_Yard_Distance_Record_5,Zoning,$AE$38,Zoning!$AE$38
N1DBBack_Yard_Distance_Record_6,Zoning,$AF$38,Zoning!$AF$38
N1DBBack_Yard_Distance_Record_7,Zoning,$AG$38,Zoning!$AG$38
N1DBBack_Yard_Distance_Record_8,Zoning,$AH$38,Zoning!$AH$38
N1DBBack_Yard_Distance_Record_9,Zoning,$AI$38,Zoning!$AI$38
N1DBBase_Rent_Abatement,Income-Expense Summary,$DM$161,'Income-Expense Summary'!$DM$161
N1DBBase_Taxes,Assessment,$G$34,Assessment!$G$34
N1DBBase_Taxes_Parcel_1,Assessment,$J$34,Assessment!$J$34
N1DBBase_Taxes_Parcel_10,Assessment,$S$34,Assessment!$S$34
N1DBBase_Taxes_Parcel_11,Assessment,$T$34,Assessment!$T$34
N1DBBase_Taxes_Parcel_12,Assessment,$U$34,Assessment!$U$34
N1DBBase_Taxes_Parcel_13,Assessment,$V$34,Assessment!$V$34
N1DBBase_Taxes_Parcel_14,Assessment,$W$34,Assessment!$W$34
N1DBBase_Taxes_Parcel_15,Assessment,$X$34,Assessment!$X$34
N1DBBase_Taxes_Parcel_16,Assessment,$Y$34,Assessment!$Y$34
N1DBBase_Taxes_Parcel_17,Assessment,$Z$34,Assessment!$Z$34
N1DBBase_Taxes_Parcel_18,Assessment,$AA$34,Assessment!$AA$34
N1DBBase_Taxes_Parcel_19,Assessment,$AB$34,Assessment!$AB$34
N1DBBase_Taxes_Parcel_2,Assessment,$K$34,Assessment!$K$34
N1DBBase_Taxes_Parcel_20,Assessment,$AC$34,Assessment!$AC$34
N1DBBase_Taxes_Parcel_3,Assessment,$L$34,Assessment!$L$34
N1DBBase_Taxes_Parcel_4,Assessment,$M$34,Assessment!$M$34
N1DBBase_Taxes_Parcel_5,Assessment,$N$34,Assessment!$N$34
N1DBBase_Taxes_Parcel_6,Assessment,$O$34,Assessment!$O$34
N1DBBase_Taxes_Parcel_7,Assessment,$P$34,Assessment!$P$34
N1DBBase_Taxes_Parcel_8,Assessment,$Q$34,Assessment!$Q$34
N1DBBase_Taxes_Parcel_9,Assessment,$R$34,Assessment!$R$34
N1DBBasement_Size,Improvements,$Y$142,Improvements!$Y$142
N1DBBasement_Size_Building_1,Improvements,$AB$142,Improvements!$AB$142
N1DBBasement_Size_Building_10,Improvements,$AK$142,Improvements!$AK$142
N1DBBasement_Size_Building_2,Improvements,$AC$142,Improvements!$AC$142
N1DBBasement_Size_Building_3,Improvements,$AD$142,Improvements!$AD$142
N1DBBasement_Size_Building_4,Improvements,$AE$142,Improvements!$AE$142
N1DBBasement_Size_Building_5,Improvements,$AF$142,Improvements!$AF$142
N1DBBasement_Size_Building_6,Improvements,$AG$142,Improvements!$AG$142
N1DBBasement_Size_Building_7,Improvements,$AH$142,Improvements!$AH$142
N1DBBasement_Size_Building_8,Improvements,$AI$142,Improvements!$AI$142
N1DBBasement_Size_Building_9,Improvements,$AJ$142,Improvements!$AJ$142
N1DBBasement_Size_Meters,Improvements,$Y$143,Improvements!$Y$143
N1DBBasement_Use_and_Finish,Improvements,$Y$145,Improvements!$Y$145
N1DBBasement_Use_And_Finish_Building_1,Improvements,$AB$145,Improvements!$AB$145
N1DBBasement_Use_And_Finish_Building_10,Improvements,$AK$145,Improvements!$AK$145
N1DBBasement_Use_And_Finish_Building_2,Improvements,$AC$145,Improvements!$AC$145
N1DBBasement_Use_And_Finish_Building_3,Improvements,$AD$145,Improvements!$AD$145
N1DBBasement_Use_And_Finish_Building_4,Improvements,$AE$145,Improvements!$AE$145
N1DBBasement_Use_And_Finish_Building_5,Improvements,$AF$145,Improvements!$AF$145
N1DBBasement_Use_And_Finish_Building_6,Improvements,$AG$145,Improvements!$AG$145
N1DBBasement_Use_And_Finish_Building_7,Improvements,$AH$145,Improvements!$AH$145
N1DBBasement_Use_And_Finish_Building_8,Improvements,$AI$145,Improvements!$AI$145
N1DBBasement_Use_And_Finish_Building_9,Improvements,$AJ$145,Improvements!$AJ$145
N1DBBook\Page_or_Reference_Doc,"Contracts, History",$G$18,"'Contracts, History'!$G$18"
N1DBBuildable_SF,Site,$Z$48,Site!$Z$48
N1DBBuilding_Class,Improvements,$Y$61,Improvements!$Y$61
N1DBBuilding_Class_Building_1,Improvements,$AB$61,Improvements!$AB$61
N1DBBuilding_Class_Building_10,Improvements,$AK$61,Improvements!$AK$61
N1DBBuilding_Class_Building_2,Improvements,$AC$61,Improvements!$AC$61
N1DBBuilding_Class_Building_3,Improvements,$AD$61,Improvements!$AD$61
N1DBBuilding_Class_Building_4,Improvements,$AE$61,Improvements!$AE$61
N1DBBuilding_Class_Building_5,Improvements,$AF$61,Improvements!$AF$61
N1DBBuilding_Class_Building_6,Improvements,$AG$61,Improvements!$AG$61
N1DBBuilding_Class_Building_7,Improvements,$AH$61,Improvements!$AH$61
N1DBBuilding_Class_Building_8,Improvements,$AI$61,Improvements!$AI$61
N1DBBuilding_Class_Building_9,Improvements,$AJ$61,Improvements!$AJ$61
N1DBBuilding_Description,Improvements,$Y$60,Improvements!$Y$60
N1DBBuilding_Description_1,Improvements,$AB$60,Improvements!$AB$60
N1DBBuilding_Repairs,Income-Expense Summary,$DM$183,'Income-Expense Summary'!$DM$183
N1DBBulk_Discounted_Value_S1,Valuation,$G$68,Valuation!$G$68
N1DBBulk_Discounted_Value_S2,Valuation,$I$68,Valuation!$I$68
N1DBBulk_Discounted_Value_S3,Valuation,$K$68,Valuation!$K$68
N1DBBusiness_Enterprise_S1,Valuation,$G$33,Valuation!$G$33
N1DBBusiness_Enterprise_S2,Valuation,$I$33,Valuation!$I$33
N1DBBusiness_Enterprise_S3,Valuation,$K$33,Valuation!$K$33
N1DBCAM,Income-Expense Summary,$DM$189,'Income-Expense Summary'!$DM$189
N1DBCap_Rate,Capitalization and Multipliers,$J$112,'Capitalization and Multipliers'!$J$112
N1DBCBSA_Name,File Info,$I$130,'File Info'!$I$130
N1DBCeiling_Height,Improvements,$Y$169,Improvements!$Y$169
N1DBCeiling_Height_Building_1,Improvements,$AB$169,Improvements!$AB$169
N1DBCeiling_Height_Building_10,Improvements,$AK$169,Improvements!$AK$169
N1DBCeiling_Height_Building_2,Improvements,$AC$169,Improvements!$AC$169
N1DBCeiling_Height_Building_3,Improvements,$AD$169,Improvements!$AD$169
N1DBCeiling_Height_Building_4,Improvements,$AE$169,Improvements!$AE$169
N1DBCeiling_Height_Building_5,Improvements,$AF$169,Improvements!$AF$169
N1DBCeiling_Height_Building_6,Improvements,$AG$169,Improvements!$AG$169
N1DBCeiling_Height_Building_7,Improvements,$AH$169,Improvements!$AH$169
N1DBCeiling_Height_Building_8,Improvements,$AI$169,Improvements!$AI$169
N1DBCeiling_Height_Building_9,Improvements,$AJ$169,Improvements!$AJ$169
N1DBCeiling_Height_Meters,Improvements,$Y$170,Improvements!$Y$170
N1DBCensus_Block,File Info,$I$126,'File Info'!$I$126
N1DBCensus_Tract,File Info,$I$124,'File Info'!$I$124
N1DBCity,File Info,$I$112,'File Info'!$I$112
N1DBCleaning_and_Janitorial,Income-Expense Summary,$DM$188,'Income-Expense Summary'!$DM$188
N1DBClear_Height,Improvements,$Y$157,Improvements!$Y$157
N1DBClear_Height_Building_1,Improvements,$AB$157,Improvements!$AB$157
N1DBClear_Height_Building_10,Improvements,$AK$157,Improvements!$AK$157
N1DBClear_Height_Building_2,Improvements,$AC$157,Improvements!$AC$157
N1DBClear_Height_Building_3,Improvements,$AD$157,Improvements!$AD$157
N1DBClear_Height_Building_4,Improvements,$AE$157,Improvements!$AE$157
N1DBClear_Height_Building_5,Improvements,$AF$157,Improvements!$AF$157
N1DBClear_Height_Building_6,Improvements,$AG$157,Improvements!$AG$157
N1DBClear_Height_Building_7,Improvements,$AH$157,Improvements!$AH$157
N1DBClear_Height_Building_8,Improvements,$AI$157,Improvements!$AI$157
N1DBClear_Height_Building_9,Improvements,$AJ$157,Improvements!$AJ$157
N1DBColumn_Spacing,Improvements,$Y$147,Improvements!$Y$147
N1DBColumn_Spacing_Building_1,Improvements,$AB$147,Improvements!$AB$147
N1DBColumn_Spacing_Building_10,Improvements,$AK$147,Improvements!$AK$147
N1DBColumn_Spacing_Building_2,Improvements,$AC$147,Improvements!$AC$147
N1DBColumn_Spacing_Building_3,Improvements,$AD$147,Improvements!$AD$147
N1DBColumn_Spacing_Building_4,Improvements,$AE$147,Improvements!$AE$147
N1DBColumn_Spacing_Building_5,Improvements,$AF$147,Improvements!$AF$147
N1DBColumn_Spacing_Building_6,Improvements,$AG$147,Improvements!$AG$147
N1DBColumn_Spacing_Building_7,Improvements,$AH$147,Improvements!$AH$147
N1DBColumn_Spacing_Building_8,Improvements,$AI$147,Improvements!$AI$147
N1DBColumn_Spacing_Building_9,Improvements,$AJ$147,Improvements!$AJ$147
N1DBColumn_Spacing_Meters,Improvements,$Y$148,Improvements!$Y$148
N1DBComm._Verification_Source,Summary,$AN$367,Summary!$AN$367
N1DBComm_1_Eff._Rent\Mo.,Rent Roll,$Y$51,'Rent Roll'!$Y$51
N1DBComm_1_Eff._Rent\SF,Rent Roll,$AA$51,'Rent Roll'!$AA$51
N1DBComm_1_Eff._Rent\SF\Mo.,Rent Roll,$AB$51,'Rent Roll'!$AB$51
N1DBComm_1_Eff._Rent\Year,Rent Roll,$Z$51,'Rent Roll'!$Z$51
N1DBComm_1_Expire_Date,Rent Roll,$V$51,'Rent Roll'!$V$51
N1DBComm_1_Lease_Type,Rent Roll,$X$51,'Rent Roll'!$X$51
N1DBComm_1_Lessee,Rent Roll,$M$51,'Rent Roll'!$M$51
N1DBComm_1_SF,Rent Roll,$S$51,'Rent Roll'!$S$51
N1DBComm_1_Space_Type,Rent Roll,$O$51,'Rent Roll'!$O$51
N1DBComm_1_Start_Date,Rent Roll,$U$51,'Rent Roll'!$U$51
N1DBComm_1_Suite,Rent Roll,$N$51,'Rent Roll'!$N$51
N1DBComm_Lease_Survey_Date,Rent Roll,$P$11,'Rent Roll'!$P$11
N1DBComments,Improvements,$Y$50,Improvements!$Y$50
N1DBComments_Record_1,Zoning,$AA$43,Zoning!$AA$43
N1DBComments_Record_10,Zoning,$AJ$43,Zoning!$AJ$43
N1DBComments_Record_2,Zoning,$AB$43,Zoning!$AB$43
N1DBComments_Record_3,Zoning,$AC$43,Zoning!$AC$43
N1DBComments_Record_4,Zoning,$AD$43,Zoning!$AD$43
N1DBComments_Record_5,Zoning,$AE$43,Zoning!$AE$43
N1DBComments_Record_6,Zoning,$AF$43,Zoning!$AF$43
N1DBComments_Record_7,Zoning,$AG$43,Zoning!$AG$43
N1DBComments_Record_8,Zoning,$AH$43,Zoning!$AH$43
N1DBComments_Record_9,Zoning,$AI$43,Zoning!$AI$43
N1DBCommercial_Vacancy,Rent Roll,$EN$423,'Rent Roll'!$EN$423
N1DBCondition,Improvements,$Y$79,Improvements!$Y$79
N1DBCondition_Building_1,Improvements,$AB$79,Improvements!$AB$79
N1DBCondition_Building_10,Improvements,$AK$79,Improvements!$AK$79
N1DBCondition_Building_2,Improvements,$AC$79,Improvements!$AC$79
N1DBCondition_Building_3,Improvements,$AD$79,Improvements!$AD$79
N1DBCondition_Building_4,Improvements,$AE$79,Improvements!$AE$79
N1DBCondition_Building_5,Improvements,$AF$79,Improvements!$AF$79
N1DBCondition_Building_6,Improvements,$AG$79,Improvements!$AG$79
N1DBCondition_Building_7,Improvements,$AH$79,Improvements!$AH$79
N1DBCondition_Building_8,Improvements,$AI$79,Improvements!$AI$79
N1DBCondition_Building_9,Improvements,$AJ$79,Improvements!$AJ$79
N1DBConfidential_TF,Rent Roll,$Z$11,'Rent Roll'!$Z$11
N1DBConstruction,Improvements,$Y$69,Improvements!$Y$69
N1DBConstruction_Building_1,Improvements,$AB$69,Improvements!$AB$69
N1DBConstruction_Building_10,Improvements,$AK$69,Improvements!$AK$69
N1DBConstruction_Building_2,Improvements,$AC$69,Improvements!$AC$69
N1DBConstruction_Building_3,Improvements,$AD$69,Improvements!$AD$69
N1DBConstruction_Building_4,Improvements,$AE$69,Improvements!$AE$69
N1DBConstruction_Building_5,Improvements,$AF$69,Improvements!$AF$69
N1DBConstruction_Building_6,Improvements,$AG$69,Improvements!$AG$69
N1DBConstruction_Building_7,Improvements,$AH$69,Improvements!$AH$69
N1DBConstruction_Building_8,Improvements,$AI$69,Improvements!$AI$69
N1DBConstruction_Building_9,Improvements,$AJ$69,Improvements!$AJ$69
N1DBConstruction_Class,Improvements,$Y$68,Improvements!$Y$68
N1DBConstruction_Class_Building_1,Improvements,$AB$68,Improvements!$AB$68
N1DBConstruction_Class_Building_10,Improvements,$AK$68,Improvements!$AK$68
N1DBConstruction_Class_Building_2,Improvements,$AC$68,Improvements!$AC$68
N1DBConstruction_Class_Building_3,Improvements,$AD$68,Improvements!$AD$68
N1DBConstruction_Class_Building_4,Improvements,$AE$68,Improvements!$AE$68
N1DBConstruction_Class_Building_5,Improvements,$AF$68,Improvements!$AF$68
N1DBConstruction_Class_Building_6,Improvements,$AG$68,Improvements!$AG$68
N1DBConstruction_Class_Building_7,Improvements,$AH$68,Improvements!$AH$68
N1DBConstruction_Class_Building_8,Improvements,$AI$68,Improvements!$AI$68
N1DBConstruction_Class_Building_9,Improvements,$AJ$68,Improvements!$AJ$68
N1DBContractLegal_Description,"Contracts, History",$K$24,"'Contracts, History'!$K$24"
N1DBCooling,Improvements,$Y$180,Improvements!$Y$180
N1DBCooling_Building_1,Improvements,$AB$180,Improvements!$AB$180
N1DBCooling_Building_10,Improvements,$AK$180,Improvements!$AK$180
N1DBCooling_Building_2,Improvements,$AC$180,Improvements!$AC$180
N1DBCooling_Building_3,Improvements,$AD$180,Improvements!$AD$180
